wallet_address,total_amount_eth_borrows,total_amount_eth_deposits,total_amount_eth_repays,total_amount_eth_withdraws,avg_amount_eth_borrows,avg_amount_eth_deposits,avg_amount_eth_repays,avg_amount_eth_withdraws,tx_count_borrows,tx_count_deposits,tx_count_repays,tx_count_withdraws,active_days,borrow_to_deposit_ratio,repay_to_borrow_ratio,tx_total
0x016f71d21f6b1629a174d687b83e55984ce22a41,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,,1.0
0x0172f82d3852c70c8804fd3c5981b2425a71efab,0.0,158.83385264,0.0,0.0,0.0,79.41692632,0.0,0.0,0.0,2.0,0.0,0.0,1,0.0,,2.0
0x0174bed89609e1de43df66dd480dc2e97cef2cf2,0.0,524.9666696308389,0.0,528.174360707105,0.0,104.99333392616776,0.0,264.0871803535525,0.0,5.0,0.0,2.0,1,0.0,,7.0
0x017715b9a71dabed2ddae0bbbb6b0896509c8212,1.0,40.73133991588472,0.0,0.0,1.0,10.18283497897118,0.0,0.0,1.0,4.0,0.0,0.0,1,0.02455111965540845,0.0,5.0
0x018f2071db8b2ccdfa713984b01a6c3b7d758024,0.5752565139074974,243.275,0.0,243.53485394640717,0.5752565139074974,243.275,0.0,243.53485394640717,1.0,1.0,0.0,1.0,1,0.0023646347298633126,0.0,3.0
0x01920319ae44abdf5a8de2b6f0405e65e2ad3d41,14725.0,0.0,26964.381088945353,0.0,4908.333333333333,0.0,8988.12702964845,0.0,3.0,0.0,3.0,0.0,1,inf,1.8311973574835554,6.0
0x019edcb493bd91e2b25b70f26d5d9041fd7ef946,0.0,0.0,0.0,701.6749041809472,0.0,0.0,0.0,701.6749041809472,0.0,0.0,0.0,1.0,1,,,1.0
0x01a35017c1475e9c4daa88771ee5bc9ee427c28f,0.0,1923.6749893394488,0.0,1924.693757897656,0.0,641.2249964464829,0.0,1924.693757897656,0.0,3.0,0.0,1.0,1,0.0,,4.0
0x01b1b62f15c8fb5a87a27fbac7b85c33bbc48844,0.0,0.0,147.89352912959998,0.0,0.0,0.0,147.89352912959998,0.0,0.0,0.0,1.0,0.0,1,,inf,1.0
0x01b29eb97ec05b81abd72b77035d99dc1b482c1a,30.0,524.7779331131495,30.00013928047842,525.1884536845081,15.0,30.86929018312644,10.00004642682614,25.008973984976574,2.0,17.0,3.0,21.0,1,0.05716703791645823,1.0000046426826141,43.0
0x01b53373cacdd6b67cd98cdbfecdd07457084e1f,0.0,19.818213490000975,0.0,20.0701298904145,0.0,6.606071163333659,0.0,10.03506494520725,0.0,3.0,0.0,2.0,1,0.0,,5.0
0x01bd086961956a1d826eecfc89ec6c656c9a47a1,0.0,500.0000000005,0.0,500.09400430480497,0.0,250.00000000025,0.0,125.02350107620124,0.0,2.0,0.0,4.0,1,0.0,,6.0
0x01c52f488fad4cdf074cd27988539ad76dd57c44,0.0,21.43397031536276,0.0,0.0,0.0,21.43397031536276,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,,1.0
0x01c57220b9210c272ddcab9ad6794654c3b3d804,73.147,0.0,71.1993158016285,0.0,7.3147,0.0,8.899914475203563,0.0,10.0,0.0,8.0,0.0,1,inf,0.9733730132695598,18.0
0x01c623b3d66b8d28d2b6d1fc41e3c2835f1acd86,1.0000000025401574,0.0,2.5403816600000002e-09,0.0,0.12500000031751968,0.0,4.2339694333333337e-10,0.0,8.0,0.0,6.0,0.0,1,inf,2.540381653547031e-09,14.0
0x01da557d3ef823e8496bbb25e8e2fdaab0293db7,0.0,0.0,0.0,5142.153131868378,0.0,0.0,0.0,2571.076565934189,0.0,0.0,0.0,2.0,1,,,2.0
0x01da73c4ec1355f953ad0aaca3ef20e342aea92a,0.0,0.0,3.029488819026677,0.0,0.0,0.0,0.7573722047566692,0.0,0.0,0.0,4.0,0.0,1,,inf,4.0
0x01dcae1cbee1f9a21d1e0e7752f9a6f6a70d9f65,0.0,139.9739,0.0,140.59156531394527,0.0,139.9739,0.0,140.59156531394527,0.0,1.0,0.0,1.0,1,0.0,,2.0
0x01e7f16e17c50d070eb66787f25ce3be405d6038,1735.339133109442,838.3890889653884,1717.1861101172708,4040.2354982689076,69.41356532437767,139.73151482756472,190.79845667969676,122.43137873542145,25.0,6.0,9.0,33.0,1,2.0698493765596737,0.9895392072674325,73.0
0x01e8a979e7c5a1bb5c7af02a5f11263d0af4c19e,0.0,1196.740602345845,0.0,1198.7786924998795,0.0,598.3703011729225,0.0,1198.7786924998795,0.0,2.0,0.0,1.0,1,0.0,,3.0
0x01fafce3a66d553167bd30d9af43f22f5f9178ca,0.0,4.208298452499999,0.0,0.0,0.0,4.208298452499999,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,,1.0
0x01fd6dbd4fe9ca0ec9fb9a4a772d33e17dc6b20a,0.0,99.02,0.0,99.07995914845768,0.0,19.804,0.0,99.07995914845768,0.0,5.0,0.0,1.0,1,0.0,,6.0
