wallet_address,ml_credit_score
0x00000000af5a61acaf76190794e3fdf1289288a1,99.99999999999997
0xaae697f9bfea16b2010cdcd06e1fb7d46d6b8986,99.99999999999997
0xaaa19ee6f40b1fc5749259a21a40be71386f334f,99.99999999999997
0xaaa239bf007fb434e1e4b59a82d7dfa973c6e97b,99.99999999999997
0xaaa24678f36c28baa3beaf86bd065dd18a85df24,99.99999999999997
0xaaa407de6773855dc18c502f74dd2965c4ae291d,99.99999999999997
0xaaa4ab4966e54d856bf2fb33a850285b30ed45e3,99.99999999999997
0xaaa62dfeb5f428c4c7b03743ebc7ac1e7bc4bc8e,99.99999999999997
0xaaa98ad76fd8294f5e89654dda929a233ae65ce8,99.99999999999997
0xaaa9f76928ae8fc3f02eca773901c4bb1dde57fe,99.99999999999997
0xaab2a1790d52ee5fa2408d6ec93b85e40208a907,99.99999999999997
0xaab39e659f4371cff8ec85f95797a6d603528d17,99.99999999999997
0xaabb2e7ce70786cba0f35d2eaee51399146ca3eb,99.99999999999997
0xaac0a48e88a8985f642b4dfe244530736e6929a0,99.99999999999997
0xaac7268cc9f1137bf5d7312babb96acbb76ac8d3,99.99999999999997
0xaac7f17c51dfabdd2b4660312e5e39b7c2d3d270,99.99999999999997
0xaac807f60bb3327b7d433f219b55c2052e556d44,99.99999999999997
0xaac838f5e1b6fe3a5da1ba583825d8f53402a493,99.99999999999997
0xaac88ae5d518cad5f06355ba62f45681dd197b5f,99.99999999999997
0xaaca1560b7eb957f4c90e88803a6da29480d8325,99.99999999999997
0xaacb53d9ada6825be17020a445c6e9c21a22fe34,99.99999999999997
0xaad15191d9d971a313bd679a63b37d4aed96b382,99.99999999999997
0xaadaf3178430bbeee0fa778e5a7df4fa585d7d9f,99.99999999999997
0xaae170d4094ff99002c3eac52436cda7ed21b933,99.99999999999997
0xaae52afdfdb5d52d717bb114e4bd62b39a949adb,99.99999999999997
0xaa9fea232259dc9067b09197418ae8c80d4b3e64,99.99999999999997
0xaa95db6b03738794b6478ccd08626ca5335f4517,99.99999999999997
0xaa92bd09701d53a0f8089a93c354c03c73114450,99.99999999999997
0xaa666dd5b7db78516a812b772fe5c1d67c66f270,99.99999999999997
0xaa25a82e1407e9580d0daefe075e2cc6473da938,99.99999999999997
0xaa27e13d3a4cee5f7dc01926fc5e21fb4ed9dbff,99.99999999999997
0xaa2b97694b4c07c1e85d722bb7ec5bbd39bc2a4f,99.99999999999997
0xaa3e73672061b633c5afad5c77c79c473a196c10,99.99999999999997
0xaa4523a4de7d7458a966696b2e26b192a8aa275c,99.99999999999997
0xaa48de841eaeb79deca9f7f39858ff285080f4b8,99.99999999999997
0xaa4dd4088529ef28afcad47be86b4d1779946347,99.99999999999997
0xaa4ea09024f58c63d39d1d2e99e92212981b8b91,99.99999999999997
0xaa50bee37f94765b381caed60acfa112fea78b81,99.99999999999997
0xaa5d7439f7f37961327cae046fc90f22a4688801,99.99999999999997
0xaa679e4ee126f49c4c7e06bffae0f64562e74deb,99.99999999999997
0xaa9170486ec1b1a27ad4c82a5d50f7b9c7c3086f,99.99999999999997
0xaa68ca8521a09e697f8cbf125e916a742be21b0c,99.99999999999997
0xaa699217634a680b8575a937ec8ddda1432cdea3,99.99999999999997
0xaa6b17591b75cf687afce0434e66790048f54312,99.99999999999997
0xaa7d3ed068cf89dec6be8838af01c2cb58a6bf14,99.99999999999997
0xaa81f437162aa03c932f153b071e60318d0d644d,99.99999999999997
0xaa847e42611e72908de728463a0db61d2d62f7ff,99.99999999999997
0xaa85bea76836b415327c792cb7cddd506cc26655,99.99999999999997
0xaa88426a2f1f70b969e23d52af97a068bac0e2f7,99.99999999999997
0xaa8d240e3c880d0328a4dcaa654d754f38b7338a,99.99999999999997
0xaa8e2e0d59dc2acededb3be9dec442f7671ffeb9,99.99999999999997
0xaae54d09b51548632680a9b91cbc107042abe3eb,99.99999999999997
0xaaed8f7c0729f53479774dfe4c2502890db06a7e,99.99999999999997
0xac0c75c77fb9a4f9273c8893a159d1e998a2782e,99.99999999999997
0xaaf0c68ef43a0b94f76a204b0578092cfb1d375d,99.99999999999997
0xab9e218b136834bb24a31eee5e05ad59c69d0ade,99.99999999999997
0xab9e7a11a4081203813acdc25b8699fe3a53a5d0,99.99999999999997
0xaba49515f29f824de5cf6c39f278575feda6ab92,99.99999999999997
0xabaca9b14ab36667aa04ae7685644091faad5307,99.99999999999997
0xabb4b37098da48b1cd9c6f0a2ccdd6120718c28d,99.99999999999997
0xabc4663949dda51b438972d92ff8489816701767,99.99999999999997
0xabc62d3c1a84a86b73b896fb6a411af73856ef79,99.99999999999997
0xabccb8f0a3c206bb0468c52ccc20f3b81077417b,99.99999999999997
0xabd23be3a2ad0810c11d1e95c5497642b41c531b,99.99999999999997
0xabd7f063bdbfa34d702ab041ff20a16741984211,99.99999999999997
0xabd96a99555b8f22aa2b78c1b0ff2bddc2a598f7,99.99999999999997
0xabdb1f94bff885bd8933ac4f8aaacda4326491de,99.99999999999997
0xabdc9796fd1febe7377ecbb91be9ecdff4b5e977,99.99999999999997
